Airport,Day,Hour,Intensity Level,Intensity Status,Busyness
KMG,Saturday,3,-2,Low,0
KMG,Saturday,4,-2,Low,0
KMG,Saturday,5,-2,Low,0
KMG,Saturday,6,-2,Low,0
KMG,Saturday,7,-2,Low,20
KMG,Saturday,8,1,Above average,55
KMG,Saturday,9,1,Above average,75
KMG,Saturday,10,1,Above average,65
KMG,Saturday,11,1,Above average,40
KMG,Saturday,12,0,Average,25
KMG,Saturday,13,0,Average,20
KMG,Saturday,14,0,Average,20
KMG,Saturday,15,-2,Low,20
KMG,Saturday,16,-2,Low,15
KMG,Saturday,17,-2,Low,15
KMG,Saturday,18,-2,Low,10
KMG,Saturday,19,-2,Low,5
KMG,Saturday,20,-2,Low,0
KMG,Saturday,21,-2,Low,0
KMG,Saturday,22,-2,Low,0
KMG,Saturday,23,-2,Low,0
KMG,Sunday,0,-2,Low,0
KMG,Sunday,1,-2,Low,0
KMG,Sunday,2,-2,Low,0
KMG,Sunday,3,-2,Low,0
KMG,Sunday,4,-2,Low,0
KMG,Sunday,5,-2,Low,0
KMG,Sunday,6,-2,Low,0
KMG,Sunday,7,-2,Low,15
KMG,Sunday,8,1,Above average,40
KMG,Sunday,9,1,Above average,65
KMG,Sunday,10,1,Above average,75
KMG,Sunday,11,1,Above average,55
KMG,Sunday,12,0,Average,25
KMG,Sunday,13,-2,Low,0
KMG,Sunday,14,-2,Low,0
KMG,Sunday,15,-2,Low,0
KMG,Sunday,16,-2,Low,5
KMG,Sunday,17,-2,Low,5
KMG,Sunday,18,-2,Low,5
KMG,Sunday,19,-2,Low,0
KMG,Sunday,20,-2,Low,0
KMG,Sunday,21,-2,Low,0
KMG,Sunday,22,-2,Low,0
KMG,Sunday,23,-2,Low,0
KTM,Monday,0,-1,Below average,25
KTM,Monday,1,-1,Below average,25
KTM,Monday,2,-1,Below average,25
KTM,Monday,3,-1,Below average,25
KTM,Monday,4,-1,Below average,25
KTM,Monday,5,-1,Below average,30
KTM,Monday,6,-1,Below average,40
KTM,Monday,7,0,Average,50
KTM,Monday,8,0,Average,65
KTM,Monday,9,1,Above average,75
KTM,Monday,10,2,High,85
KTM,Monday,11,2,High,95
KTM,Monday,12,2,High,95
KTM,Monday,13,2,High,95
KTM,Monday,14,2,High,95
KTM,Monday,15,2,High,90
KTM,Monday,16,2,High,85
KTM,Monday,17,1,Above average,80
KTM,Monday,18,1,Above average,70
KTM,Monday,19,0,Average,65
KTM,Monday,20,0,Average,55
KTM,Monday,21,0,Average,45
KTM,Monday,22,-1,Below average,40
KTM,Monday,23,-1,Below average,30
KTM,Tuesday,0,-1,Below average,30
KTM,Tuesday,1,-1,Below average,25
KTM,Tuesday,2,-1,Below average,20
KTM,Tuesday,3,-1,Below average,20
KTM,Tuesday,4,-1,Below average,25
KTM,Tuesday,5,-1,Below average,30
KTM,Tuesday,6,-1,Below average,35
KTM,Tuesday,7,0,Average,45
KTM,Tuesday,8,0,Average,55
KTM,Tuesday,9,0,Average,70
KTM,Tuesday,10,1,Above average,80
KTM,Tuesday,11,2,High,85
KTM,Tuesday,12,2,High,90
KTM,Tuesday,13,2,High,90
KTM,Tuesday,14,2,High,90
KTM,Tuesday,15,2,High,85
KTM,Tuesday,16,1,Above average,75
KTM,Tuesday,17,0,Average,70
KTM,Tuesday,18,0,Average,65
KTM,Tuesday,19,0,Average,55
KTM,Tuesday,20,0,Average,50
KTM,Tuesday,21,0,Average,45
KTM,Tuesday,22,-1,Below average,40
KTM,Tuesday,23,-1,Below average,35
KTM,Wednesday,0,-1,Below average,25
KTM,Wednesday,1,-1,Below average,25
KTM,Wednesday,2,-1,Below average,25
KTM,Wednesday,3,-1,Below average,25
KTM,Wednesday,4,-1,Below average,25
KTM,Wednesday,5,-1,Below average,30
KTM,Wednesday,6,-1,Below average,35
KTM,Wednesday,7,0,Average,45
KTM,Wednesday,8,0,Average,55
KTM,Wednesday,9,0,Average,65
KTM,Wednesday,10,1,Above average,75
KTM,Wednesday,11,2,High,85
KTM,Wednesday,12,2,High,90
KTM,Wednesday,13,2,High,90
KTM,Wednesday,14,2,High,90
KTM,Wednesday,15,2,High,85
KTM,Wednesday,16,2,High,80
KTM,Wednesday,17,1,Above average,75
KTM,Wednesday,18,0,Average,70
KTM,Wednesday,19,0,Average,65
KTM,Wednesday,20,0,Average,55
KTM,Wednesday,21,0,Average,45
KTM,Wednesday,22,-1,Below average,40
KTM,Wednesday,23,-1,Below average,30
KTM,Thursday,0,-1,Below average,30
KTM,Thursday,1,-1,Below average,25
KTM,Thursday,2,-1,Below average,25
KTM,Thursday,3,-1,Below average,25
KTM,Thursday,4,-1,Below average,25
KTM,Thursday,5,-1,Below average,30
KTM,Thursday,6,-1,Below average,40
KTM,Thursday,7,0,Average,50
KTM,Thursday,8,0,Average,60
KTM,Thursday,9,0,Average,70
KTM,Thursday,10,1,Above average,80
KTM,Thursday,11,2,High,85
KTM,Thursday,12,2,High,90
KTM,Thursday,13,2,High,90
KTM,Thursday,14,2,High,90
KTM,Thursday,15,2,High,85
KTM,Thursday,16,2,High,80
KTM,Thursday,17,1,Above average,75
KTM,Thursday,18,0,Average,70
KTM,Thursday,19,0,Average,60
KTM,Thursday,20,0,Average,55
KTM,Thursday,21,0,Average,45
KTM,Thursday,22,-1,Below average,40
KTM,Thursday,23,-1,Below average,35
KTM,Friday,0,-1,Below average,35
KTM,Friday,1,-1,Below average,30
KTM,Friday,2,-1,Below average,25
KTM,Friday,3,-1,Below average,25
KTM,Friday,4,-1,Below average,25
KTM,Friday,5,-1,Below average,30
KTM,Friday,6,-1,Below average,35
KTM,Friday,7,0,Average,45
KTM,Friday,8,0,Average,60
KTM,Friday,9,0,Average,70
KTM,Friday,10,2,High,80
KTM,Friday,11,2,High,90
KTM,Friday,12,2,High,95
KTM,Friday,13,2,High,95
KTM,Friday,14,2,High,95
KTM,Friday,15,2,High,90
KTM,Friday,16,2,High,85
KTM,Friday,17,1,Above average,80
KTM,Friday,18,1,Above average,75
KTM,Friday,19,0,Average,70
KTM,Friday,20,0,Average,60
KTM,Friday,21,0,Average,55
KTM,Friday,22,0,Average,50
KTM,Friday,23,-1,Below average,40
KTM,Saturday,0,-1,Below average,30
KTM,Saturday,1,-1,Below average,25
KTM,Saturday,2,-1,Below average,25
KTM,Saturday,3,-1,Below average,25
KTM,Saturday,4,-1,Below average,25
KTM,Saturday,5,-1,Below average,30
KTM,Saturday,6,-1,Below average,40
KTM,Saturday,7,0,Average,45
KTM,Saturday,8,0,Average,55
KTM,Saturday,9,0,Average,65
KTM,Saturday,10,1,Above average,75
KTM,Saturday,11,2,High,80
KTM,Saturday,12,2,High,85
KTM,Saturday,13,2,High,85
KTM,Saturday,14,2,High,85
KTM,Saturday,15,2,High,80
KTM,Saturday,16,1,Above average,80
KTM,Saturday,17,1,Above average,75
KTM,Saturday,18,0,Average,70
KTM,Saturday,19,0,Average,60
KTM,Saturday,20,0,Average,55
KTM,Saturday,21,0,Average,50
KTM,Saturday,22,0,Average,45
KTM,Saturday,23,-1,Below average,35
KTM,Sunday,0,-1,Below average,30
KTM,Sunday,1,-1,Below average,25
KTM,Sunday,2,-1,Below average,25
KTM,Sunday,3,-1,Below average,25
KTM,Sunday,4,-1,Below average,25
KTM,Sunday,5,-1,Below average,30
KTM,Sunday,6,-1,Below average,40
KTM,Sunday,7,0,Average,50
KTM,Sunday,8,0,Average,60
KTM,Sunday,9,1,Above average,75
KTM,Sunday,10,2,High,85
KTM,Sunday,11,2,High,90
KTM,Sunday,12,2,High,95
KTM,Sunday,13,2,High,100
KTM,Sunday,14,2,High,100
KTM,Sunday,15,2,High,95
KTM,Sunday,16,2,High,90
KTM,Sunday,17,2,High,85
KTM,Sunday,18,1,Above average,75
KTM,Sunday,19,0,Average,65
KTM,Sunday,20,0,Average,60
KTM,Sunday,21,0,Average,50
KTM,Sunday,22,0,Average,45
KTM,Sunday,23,-1,Below average,35
KUA,Monday,0,-2,Low,0
KUA,Monday,1,-2,Low,0
KUA,Monday,2,-2,Low,0
KUA,Monday,3,-2,Low,0
KUA,Monday,4,-2,Low,0
KUA,Monday,5,-2,Low,5
KUA,Monday,6,-2,Low,15
KUA,Monday,7,0,Average,40
KUA,Monday,8,1,Above average,60
KUA,Monday,9,1,Above average,70
KUA,Monday,10,1,Above average,65
KUA,Monday,11,1,Above average,55
KUA,Monday,12,1,Above average,45
KUA,Monday,13,1,Above average,40
KUA,Monday,14,1,Above average,40
KUA,Monday,15,1,Above average,40
KUA,Monday,16,1,Above average,40
KUA,Monday,17,0,Average,40
KUA,Monday,18,0,Average,35
KUA,Monday,19,0,Average,30
KUA,Monday,20,0,Average,20
KUA,Monday,21,-2,Low,15
KUA,Monday,22,-2,Low,10
KUA,Monday,23,-2,Low,5
KUA,Tuesday,0,-2,Low,0
KUA,Tuesday,1,-2,Low,0
KUA,Tuesday,2,-2,Low,0
KUA,Tuesday,3,-2,Low,0
KUA,Tuesday,4,-2,Low,5
KUA,Tuesday,5,-2,Low,5
KUA,Tuesday,6,-2,Low,10
KUA,Tuesday,7,0,Average,30
KUA,Tuesday,8,1,Above average,55
KUA,Tuesday,9,1,Above average,70
KUA,Tuesday,10,1,Above average,65
KUA,Tuesday,11,1,Above average,55
KUA,Tuesday,12,1,Above average,45
KUA,Tuesday,13,1,Above average,45
KUA,Tuesday,14,1,Above average,45
KUA,Tuesday,15,1,Above average,45
KUA,Tuesday,16,1,Above average,45
KUA,Tuesday,17,0,Average,40
KUA,Tuesday,18,0,Average,35
KUA,Tuesday,19,0,Average,25
KUA,Tuesday,20,-2,Low,20
KUA,Tuesday,21,-2,Low,15
KUA,Tuesday,22,-2,Low,5
KUA,Tuesday,23,-2,Low,5
KUA,Wednesday,0,-2,Low,5
KUA,Wednesday,1,-2,Low,5
KUA,Wednesday,2,-2,Low,5
KUA,Wednesday,3,-2,Low,5
KUA,Wednesday,4,-2,Low,0
KUA,Wednesday,5,-2,Low,5
KUA,Wednesday,6,-2,Low,15
KUA,Wednesday,7,0,Average,35
KUA,Wednesday,8,1,Above average,65
KUA,Wednesday,9,2,High,90
KUA,Wednesday,10,2,High,90
KUA,Wednesday,11,1,Above average,70
KUA,Wednesday,12,1,Above average,60
KUA,Wednesday,13,1,Above average,55
KUA,Wednesday,14,1,Above average,55
KUA,Wednesday,15,1,Above average,50
KUA,Wednesday,16,1,Above average,50
KUA,Wednesday,17,1,Above average,45
KUA,Wednesday,18,0,Average,35
KUA,Wednesday,19,0,Average,25
KUA,Wednesday,20,-2,Low,20
KUA,Wednesday,21,-2,Low,15
KUA,Wednesday,22,-2,Low,10
KUA,Wednesday,23,-2,Low,5
KUA,Thursday,0,-2,Low,0
KUA,Thursday,1,-2,Low,0
KUA,Thursday,2,-2,Low,0
KUA,Thursday,3,-2,Low,0
KUA,Thursday,4,-2,Low,0
KUA,Thursday,5,-2,Low,5
KUA,Thursday,6,0,Average,20
KUA,Thursday,7,1,Above average,40
KUA,Thursday,8,1,Above average,65
KUA,Thursday,9,1,Above average,80
KUA,Thursday,10,1,Above average,75
KUA,Thursday,11,1,Above average,65
KUA,Thursday,12,1,Above average,55
KUA,Thursday,13,1,Above average,55
KUA,Thursday,14,1,Above average,55
KUA,Thursday,15,1,Above average,55
KUA,Thursday,16,1,Above average,50
KUA,Thursday,17,1,Above average,45
KUA,Thursday,18,0,Average,35
KUA,Thursday,19,0,Average,30
KUA,Thursday,20,-2,Low,20
KUA,Thursday,21,-2,Low,10
KUA,Thursday,22,-2,Low,5
KUA,Thursday,23,-2,Low,5
KUA,Friday,0,-2,Low,0
KUA,Friday,1,-2,Low,0
KUA,Friday,2,-2,Low,0
KUA,Friday,3,-2,Low,0
KUA,Friday,4,-2,Low,0
KUA,Friday,5,-2,Low,5
KUA,Friday,6,-2,Low,20
KUA,Friday,7,1,Above average,45
KUA,Friday,8,1,Above average,80
KUA,Friday,9,2,High,100
KUA,Friday,10,2,High,95
KUA,Friday,11,1,Above average,75
KUA,Friday,12,1,Above average,55
KUA,Friday,13,1,Above average,45
KUA,Friday,14,1,Above average,40
KUA,Friday,15,1,Above average,40
KUA,Friday,16,0,Average,40
KUA,Friday,17,0,Average,35
KUA,Friday,18,0,Average,30
KUA,Friday,19,0,Average,25
KUA,Friday,20,-2,Low,20
KUA,Friday,21,-2,Low,15
KUA,Friday,22,-2,Low,10
KUA,Friday,23,-2,Low,5
KUA,Saturday,0,-2,Low,5
KUA,Saturday,1,-2,Low,5
KUA,Saturday,2,-2,Low,0
KUA,Saturday,3,-2,Low,0
KUA,Saturday,4,-2,Low,0
KUA,Saturday,5,-2,Low,5
KUA,Saturday,6,-2,Low,10
KUA,Saturday,7,-2,Low,15
KUA,Saturday,8,0,Average,25
KUA,Saturday,9,0,Average,30
KUA,Saturday,10,0,Average,30
KUA,Saturday,11,0,Average,30
KUA,Saturday,12,0,Average,20
KUA,Saturday,13,-2,Low,15
KUA,Saturday,14,-2,Low,10
KUA,Saturday,15,-2,Low,10
KUA,Saturday,16,-2,Low,15
KUA,Saturday,17,-2,Low,15
KUA,Saturday,18,-2,Low,15
KUA,Saturday,19,-2,Low,15
KUA,Saturday,20,-2,Low,10
KUA,Saturday,21,-2,Low,10
KUA,Saturday,22,-2,Low,5
KUA,Saturday,23,-2,Low,5
KUA,Sunday,0,-2,Low,5
KUA,Sunday,1,-2,Low,5
KUA,Sunday,2,-2,Low,5
KUA,Sunday,3,-2,Low,5
KUA,Sunday,4,-2,Low,0
KUA,Sunday,5,-2,Low,5
KUA,Sunday,6,-2,Low,5
KUA,Sunday,7,-2,Low,15
KUA,Sunday,8,0,Average,25
KUA,Sunday,9,0,Average,35
KUA,Sunday,10,1,Above average,40
KUA,Sunday,11,0,Average,40
KUA,Sunday,12,0,Average,30
KUA,Sunday,13,-2,Low,20
KUA,Sunday,14,-2,Low,10
KUA,Sunday,15,-2,Low,10
KUA,Sunday,16,-2,Low,10
KUA,Sunday,17,-2,Low,15
KUA,Sunday,18,-2,Low,20
KUA,Sunday,19,0,Average,20
KUA,Sunday,20,-2,Low,15
KUA,Sunday,21,-2,Low,10
KUA,Sunday,22,-2,Low,5
KUA,Sunday,23,-2,Low,5
KUL,Monday,0,-1,Below average,45
KUL,Monday,1,-1,Below average,35
KUL,Monday,2,-1,Below average,30
KUL,Monday,3,-1,Below average,30
KUL,Monday,4,-1,Below average,35
KUL,Monday,5,-1,Below average,45
KUL,Monday,6,0,Average,60
KUL,Monday,7,0,Average,70
KUL,Monday,8,2,High,80
KUL,Monday,9,2,High,85
KUL,Monday,10,2,High,90
KUL,Monday,11,2,High,90
KUL,Monday,12,2,High,90
KUL,Monday,13,2,High,95
KUL,Monday,14,2,High,95
KUL,Monday,15,2,High,95
KUL,Monday,16,2,High,90
KUL,Monday,17,2,High,90
KUL,Monday,18,2,High,85
KUL,Monday,19,0,Average,80
KUL,Monday,20,0,Average,75
KUL,Monday,21,0,Average,70
KUL,Monday,22,0,Average,60
KUL,Monday,23,-1,Below average,55
KUL,Tuesday,0,-1,Below average,40
KUL,Tuesday,1,-1,Below average,35
KUL,Tuesday,2,-1,Below average,30
KUL,Tuesday,3,-1,Below average,30
KUL,Tuesday,4,-1,Below average,35
KUL,Tuesday,5,-1,Below average,45
KUL,Tuesday,6,-1,Below average,50
KUL,Tuesday,7,0,Average,60
KUL,Tuesday,8,0,Average,70
KUL,Tuesday,9,0,Average,80
KUL,Tuesday,10,2,High,85
KUL,Tuesday,11,2,High,85
KUL,Tuesday,12,2,High,85
KUL,Tuesday,13,2,High,85
KUL,Tuesday,14,2,High,85
KUL,Tuesday,15,2,High,85
KUL,Tuesday,16,2,High,85
KUL,Tuesday,17,2,High,80
KUL,Tuesday,18,0,Average,80
KUL,Tuesday,19,0,Average,75
KUL,Tuesday,20,0,Average,70
KUL,Tuesday,21,0,Average,60
KUL,Tuesday,22,0,Average,55
KUL,Tuesday,23,-1,Below average,45
KUL,Wednesday,0,-1,Below average,45
KUL,Wednesday,1,-1,Below average,35
KUL,Wednesday,2,-1,Below average,30
KUL,Wednesday,3,-1,Below average,30
KUL,Wednesday,4,-1,Below average,35
KUL,Wednesday,5,-1,Below average,45
KUL,Wednesday,6,0,Average,55
KUL,Wednesday,7,0,Average,65
KUL,Wednesday,8,0,Average,75
KUL,Wednesday,9,2,High,80
KUL,Wednesday,10,2,High,85
KUL,Wednesday,11,2,High,85
KUL,Wednesday,12,2,High,90
KUL,Wednesday,13,2,High,90
KUL,Wednesday,14,2,High,95
KUL,Wednesday,15,2,High,95
KUL,Wednesday,16,2,High,90
KUL,Wednesday,17,2,High,85
KUL,Wednesday,18,0,Average,80
KUL,Wednesday,19,0,Average,70
KUL,Wednesday,20,0,Average,65
KUL,Wednesday,21,0,Average,60
KUL,Wednesday,22,0,Average,60
KUL,Wednesday,23,-1,Below average,50
KUL,Thursday,0,-1,Below average,45
KUL,Thursday,1,-1,Below average,40
KUL,Thursday,2,-1,Below average,35
KUL,Thursday,3,-1,Below average,35
KUL,Thursday,4,-1,Below average,40
KUL,Thursday,5,-1,Below average,45
KUL,Thursday,6,0,Average,55
KUL,Thursday,7,0,Average,70
KUL,Thursday,8,0,Average,75
KUL,Thursday,9,2,High,85
KUL,Thursday,10,2,High,90
KUL,Thursday,11,2,High,90
KUL,Thursday,12,2,High,95
KUL,Thursday,13,2,High,95
KUL,Thursday,14,2,High,95
KUL,Thursday,15,2,High,95
KUL,Thursday,16,2,High,95
KUL,Thursday,17,2,High,90
KUL,Thursday,18,2,High,85
KUL,Thursday,19,0,Average,80
KUL,Thursday,20,0,Average,75
KUL,Thursday,21,0,Average,70
KUL,Thursday,22,0,Average,60
KUL,Thursday,23,0,Average,55
KUL,Friday,0,-1,Below average,50
KUL,Friday,1,-1,Below average,40
KUL,Friday,2,-1,Below average,35
KUL,Friday,3,-1,Below average,35
KUL,Friday,4,-1,Below average,40
KUL,Friday,5,-1,Below average,45
KUL,Friday,6,0,Average,60
KUL,Friday,7,0,Average,70
KUL,Friday,8,0,Average,80
KUL,Friday,9,2,High,85
KUL,Friday,10,2,High,90
KUL,Friday,11,2,High,90
KUL,Friday,12,2,High,95
KUL,Friday,13,2,High,100
KUL,Friday,14,2,High,100
KUL,Friday,15,2,High,100
KUL,Friday,16,2,High,95
KUL,Friday,17,2,High,90
KUL,Friday,18,2,High,85
KUL,Friday,19,2,High,80
KUL,Friday,20,0,Average,80
KUL,Friday,21,0,Average,75
KUL,Friday,22,0,Average,65
KUL,Friday,23,0,Average,60
KUL,Saturday,0,-1,Below average,45
KUL,Saturday,1,-1,Below average,40
KUL,Saturday,2,-1,Below average,35
KUL,Saturday,3,-1,Below average,35
KUL,Saturday,4,-1,Below average,40
KUL,Saturday,5,-1,Below average,45
KUL,Saturday,6,0,Average,55
KUL,Saturday,7,0,Average,65
KUL,Saturday,8,0,Average,75
KUL,Saturday,9,0,Average,80
KUL,Saturday,10,2,High,80
KUL,Saturday,11,2,High,80
KUL,Saturday,12,2,High,80
KUL,Saturday,13,0,Average,80
KUL,Saturday,14,0,Average,80
KUL,Saturday,15,0,Average,80
KUL,Saturday,16,0,Average,80
KUL,Saturday,17,0,Average,80
KUL,Saturday,18,0,Average,75
KUL,Saturday,19,0,Average,70
KUL,Saturday,20,0,Average,70
KUL,Saturday,21,0,Average,65
KUL,Saturday,22,0,Average,60
KUL,Saturday,23,0,Average,55
KUL,Sunday,0,-1,Below average,45
KUL,Sunday,1,-1,Below average,40
KUL,Sunday,2,-1,Below average,35
KUL,Sunday,3,-1,Below average,35
KUL,Sunday,4,-1,Below average,35
KUL,Sunday,5,-1,Below average,45
KUL,Sunday,6,0,Average,55
KUL,Sunday,7,0,Average,65
KUL,Sunday,8,0,Average,70
KUL,Sunday,9,0,Average,70
KUL,Sunday,10,0,Average,70
KUL,Sunday,11,0,Average,75
KUL,Sunday,12,0,Average,80
KUL,Sunday,13,2,High,85
KUL,Sunday,14,2,High,85
KUL,Sunday,15,2,High,85
KUL,Sunday,16,2,High,85
KUL,Sunday,17,2,High,80
KUL,Sunday,18,0,Average,80
KUL,Sunday,19,0,Average,80
KUL,Sunday,20,0,Average,75
KUL,Sunday,21,0,Average,70
KUL,Sunday,22,0,Average,65
KUL,Sunday,23,0,Average,55
LBU,Monday,0,-2,Low,5
LBU,Monday,1,-2,Low,5
LBU,Monday,2,-2,Low,5
LBU,Monday,3,-2,Low,5
LBU,Monday,4,-2,Low,5
LBU,Monday,5,-2,Low,5
LBU,Monday,6,-2,Low,15
LBU,Monday,7,0,Average,35
LBU,Monday,8,1,Above average,60
LBU,Monday,9,1,Above average,80
LBU,Monday,10,2,High,95
LBU,Monday,11,2,High,100
LBU,Monday,12,2,High,95
LBU,Monday,13,2,High,90
LBU,Monday,14,2,High,90
LBU,Monday,15,2,High,85
LBU,Monday,16,1,Above average,80
LBU,Monday,17,1,Above average,70
LBU,Monday,18,1,Above average,60
LBU,Monday,19,0,Average,50
LBU,Monday,20,0,Average,35
LBU,Monday,21,-1,Below average,25
LBU,Monday,22,-2,Low,15
LBU,Monday,23,-2,Low,10
LBU,Tuesday,0,-2,Low,5
LBU,Tuesday,1,-2,Low,0
LBU,Tuesday,2,-2,Low,5
LBU,Tuesday,3,-2,Low,5
LBU,Tuesday,4,-2,Low,5
LBU,Tuesday,5,-2,Low,5
LBU,Tuesday,6,-2,Low,15
LBU,Tuesday,7,-1,Below average,30
LBU,Tuesday,8,0,Average,45
LBU,Tuesday,9,1,Above average,60
LBU,Tuesday,10,1,Above average,70
LBU,Tuesday,11,1,Above average,80
LBU,Tuesday,12,2,High,85
LBU,Tuesday,13,2,High,85
LBU,Tuesday,14,2,High,85
LBU,Tuesday,15,2,High,85
LBU,Tuesday,16,1,Above average,80
LBU,Tuesday,17,1,Above average,70
LBU,Tuesday,18,1,Above average,65
LBU,Tuesday,19,0,Average,55
LBU,Tuesday,20,0,Average,40
LBU,Tuesday,21,0,Average,30
LBU,Tuesday,22,-1,Below average,20
LBU,Tuesday,23,-2,Low,10
LBU,Wednesday,0,-2,Low,5
LBU,Wednesday,1,-2,Low,5
LBU,Wednesday,2,-2,Low,5
LBU,Wednesday,3,-2,Low,5
LBU,Wednesday,4,-2,Low,5
LBU,Wednesday,5,-2,Low,5
LBU,Wednesday,6,-2,Low,15
LBU,Wednesday,7,0,Average,30
LBU,Wednesday,8,0,Average,45
LBU,Wednesday,9,1,Above average,60
LBU,Wednesday,10,1,Above average,70
LBU,Wednesday,11,1,Above average,70
LBU,Wednesday,12,1,Above average,70
LBU,Wednesday,13,1,Above average,75
LBU,Wednesday,14,1,Above average,75
LBU,Wednesday,15,2,High,80
LBU,Wednesday,16,2,High,85
LBU,Wednesday,17,2,High,80
LBU,Wednesday,18,1,Above average,75
LBU,Wednesday,19,1,Above average,60
LBU,Wednesday,20,0,Average,50
LBU,Wednesday,21,0,Average,35
LBU,Wednesday,22,-1,Below average,20
LBU,Wednesday,23,-2,Low,10
LBU,Thursday,0,-2,Low,10
LBU,Thursday,1,-2,Low,5
LBU,Thursday,2,-2,Low,5
LBU,Thursday,3,-2,Low,5
LBU,Thursday,4,-2,Low,5
LBU,Thursday,5,-2,Low,5
LBU,Thursday,6,-2,Low,15
LBU,Thursday,7,-1,Below average,30
LBU,Thursday,8,0,Average,45
LBU,Thursday,9,0,Average,55
LBU,Thursday,10,1,Above average,65
LBU,Thursday,11,1,Above average,70
LBU,Thursday,12,1,Above average,75
LBU,Thursday,13,2,High,85
LBU,Thursday,14,2,High,90
LBU,Thursday,15,2,High,95
LBU,Thursday,16,2,High,90
LBU,Thursday,17,2,High,85
LBU,Thursday,18,1,Above average,70
LBU,Thursday,19,0,Average,60
LBU,Thursday,20,0,Average,45
LBU,Thursday,21,0,Average,35
LBU,Thursday,22,-1,Below average,25
LBU,Thursday,23,-2,Low,15
LBU,Friday,0,-2,Low,10
LBU,Friday,1,-2,Low,5
LBU,Friday,2,-2,Low,0
LBU,Friday,3,-2,Low,5
LBU,Friday,4,-2,Low,0
LBU,Friday,5,-2,Low,5
LBU,Friday,6,-2,Low,15
LBU,Friday,7,0,Average,35
LBU,Friday,8,0,Average,55
LBU,Friday,9,1,Above average,75
LBU,Friday,10,2,High,90
LBU,Friday,11,2,High,90
LBU,Friday,12,2,High,90
LBU,Friday,13,2,High,85
LBU,Friday,14,2,High,80
LBU,Friday,15,2,High,80
LBU,Friday,16,2,High,80
LBU,Friday,17,1,Above average,80
LBU,Friday,18,1,Above average,70
LBU,Friday,19,1,Above average,60
LBU,Friday,20,0,Average,50
LBU,Friday,21,0,Average,40
LBU,Friday,22,-1,Below average,30
LBU,Friday,23,-2,Low,20
LBU,Saturday,0,-2,Low,10
LBU,Saturday,1,-2,Low,5
LBU,Saturday,2,-2,Low,5
LBU,Saturday,3,-2,Low,5
LBU,Saturday,4,-2,Low,5
LBU,Saturday,5,-2,Low,5
LBU,Saturday,6,-2,Low,10
LBU,Saturday,7,-1,Below average,25
LBU,Saturday,8,0,Average,35
LBU,Saturday,9,0,Average,50
LBU,Saturday,10,1,Above average,60
LBU,Saturday,11,1,Above average,70
LBU,Saturday,12,1,Above average,75
LBU,Saturday,13,1,Above average,75
LBU,Saturday,14,1,Above average,75
LBU,Saturday,15,1,Above average,75
LBU,Saturday,16,1,Above average,70
LBU,Saturday,17,1,Above average,65
LBU,Saturday,18,1,Above average,60
LBU,Saturday,19,0,Average,55
LBU,Saturday,20,0,Average,45
LBU,Saturday,21,0,Average,35
LBU,Saturday,22,-1,Below average,25
LBU,Saturday,23,-2,Low,20
LBU,Sunday,0,-2,Low,10
LBU,Sunday,1,-2,Low,5
LBU,Sunday,2,-2,Low,5
LBU,Sunday,3,-2,Low,5
LBU,Sunday,4,-2,Low,5
LBU,Sunday,5,-2,Low,5
LBU,Sunday,6,-2,Low,10
LBU,Sunday,7,-1,Below average,20
LBU,Sunday,8,0,Average,40
LBU,Sunday,9,1,Above average,65
LBU,Sunday,10,1,Above average,80
LBU,Sunday,11,2,High,85
LBU,Sunday,12,2,High,85
LBU,Sunday,13,2,High,85
LBU,Sunday,14,2,High,85
LBU,Sunday,15,2,High,85
LBU,Sunday,16,2,High,85
LBU,Sunday,17,2,High,80
LBU,Sunday,18,1,Above average,70
LBU,Sunday,19,0,Average,55
LBU,Sunday,20,0,Average,40
LBU,Sunday,21,-1,Below average,30
LBU,Sunday,22,-1,Below average,20
LBU,Sunday,23,-2,Low,15
LGK,Monday,0,-2,Low,15
LGK,Monday,1,-2,Low,10
LGK,Monday,2,-2,Low,5
LGK,Monday,3,-2,Low,10
LGK,Monday,4,-2,Low,10
LGK,Monday,5,-2,Low,15
LGK,Monday,6,-1,Below average,25
LGK,Monday,7,0,Average,35
LGK,Monday,8,0,Average,40
LGK,Monday,9,0,Average,50
LGK,Monday,10,1,Above average,60
LGK,Monday,11,1,Above average,75
LGK,Monday,12,2,High,85
LGK,Monday,13,2,High,95
LGK,Monday,14,2,High,95
LGK,Monday,15,2,High,90
LGK,Monday,16,2,High,85
LGK,Monday,17,1,Above average,70
LGK,Monday,18,1,Above average,65
LGK,Monday,19,0,Average,55
LGK,Monday,20,0,Average,50
LGK,Monday,21,0,Average,45
LGK,Monday,22,0,Average,35
LGK,Monday,23,-1,Below average,25
LGK,Tuesday,0,-2,Low,15
LGK,Tuesday,1,-2,Low,10
LGK,Tuesday,2,-2,Low,10
LGK,Tuesday,3,-2,Low,10
LGK,Tuesday,4,-2,Low,10
LGK,Tuesday,5,-2,Low,15
LGK,Tuesday,6,-1,Below average,20
LGK,Tuesday,7,-1,Below average,30
LGK,Tuesday,8,0,Average,35
LGK,Tuesday,9,0,Average,45
LGK,Tuesday,10,0,Average,50
LGK,Tuesday,11,1,Above average,60
LGK,Tuesday,12,1,Above average,70
